date,cases,deaths,new_cases,pct_change,seven_day_ave
2021-10-08,4768664.0,69712.42857142857,6099.142857142857,0.0012803286179506404,6222.2040816326535
2021-10-15,4809247.571428572,70398.0,5506.428571428572,0.001145996614322607,5610.183673469388
2021-10-22,4847892.0,71093.42857142857,5534.428571428572,0.0011427306138137425,5293.285714285715
2021-10-29,4888376.428571428,71798.14285714286,6878.142857142857,0.0014079366750690309,6862.204081632653
2021-11-05,4937115.571428572,72374.14285714286,6257.714285714285,0.00126877412268175,6441.387755102041
2021-11-12,4980262.142857143,72930.0,5425.142857142857,0.0010909032531443152,6045.510204081633
2021-11-19,5019948.714285715,73537.0,5735.142857142857,0.0011439016778030783,5181.326530612244
2021-11-26,5052681.571428572,74148.71428571429,3569.5714285714284,0.0007073935656083703,4130.489795918367
2021-12-10,5133004.285714285,75197.57142857143,6848.714285714285,0.0013359829534124973,6879.408163265306
2021-12-17,5178313.285714285,75651.57142857143,6594.285714285715,0.001274540113898778,6738.6122448979595
2021-12-24,5242144.285714285,76093.28571428571,12851.57142857143,0.0024533868406108527,11945.204081632653
2021-12-31,5384816.428571428,76481.85714285714,32001.14285714286,0.005946988090332926,29740.95918367347
2022-01-07,5733529.428571428,76889.57142857143,69663.28571428571,0.012204776597201983,70224.69387755102
2022-01-14,6426532.714285715,77534.42857142857,118460.28571428571,0.01870379452533975,114365.75510204081
2022-01-21,7226147.142857143,78271.85714285714,112756.57142857143,0.015776139018370987,110485.28571428571
2022-01-28,7959353.428571428,79237.57142857143,89558.14285714286,0.011384147365722417,92441.24489795919
2022-02-04,8438114.42857143,80510.28571428571,50826.28571428572,0.006059675726174226,52244.91836734694
2022-02-11,8701388.285714285,81848.28571428571,26685.85714285714,0.003074688013221305,29695.51020408163
2022-02-18,8842389.285714285,83247.0,13498.0,0.0015289150741274302,14123.653061224491
2022-02-25,8917728.142857144,84449.28571428571,10152.285714285714,0.0011391194842201064,10316.285714285714
2022-03-04,8979146.857142856,85712.14285714286,6394.428571428572,0.0007125614730847703,6855.04081632653
2022-03-11,9017256.857142856,86846.14285714286,4595.0,0.0005097503720597236,4806.877551020408
2022-03-18,9046359.857142856,87737.85714285714,3899.5714285714284,0.0004311618366556707,4002.612244897959
2022-03-25,9075344.42857143,88389.71428571429,3800.4285714285716,0.0004189430872701167,3775.6326530612246
2022-04-01,9096751.142857144,88872.14285714286,2936.285714285714,0.00032282022930593283,2778.0408163265306
2022-04-08,9116441.714285715,89219.57142857143,3402.5714285714284,0.0003732607897345895,3143.8571428571427
2022-04-15,9140139.0,89541.71428571429,3774.8571428571427,0.0004129990862386444,3546.3673469387754
2022-04-22,9170374.714285715,89872.85714285714,4970.285714285715,0.0005420438352603847,4846.836734693878
2022-04-29,9209900.714285715,90208.57142857143,6269.428571428572,0.0006808844137307725,6205.510204081633
2022-05-06,9257634.857142856,90525.42857142857,7630.571428571428,0.0008244697145993422,7400.428571428572
2022-05-13,9315298.57142857,90789.28571428571,8728.285714285714,0.0009373820258626241,10070.232993197278
